sample	SF10	SF11	SF12	SF13	SF14	SF15	SF16	SF17	SF18	SF19	SF1	SF20	SF21	SF22	SF23	SF24	SF25	SF26	SF27	SF2	SF34	SF35	SF36	SF37	SF3	SF4	SF5	SF6	SF7	SF8	SF9
PWY.6507._4.deoxy.L.threo.hex.4.enopyranuronate_degradation	5.88E-07	0	0.000130992	9.58E-07	6.14E-05	2.19E-05	4.25E-06	2.68E-05	2.02E-07	2.21E-05	2.39E-06	0.000103854	7.84E-05	0	0.000224407	2.76E-05	0.000123302	5.23E-05	3.93E-05	3.21E-05	0	0.000235744	5.23E-06	8.31E-07	3.73E-05	6.04E-06	0.000100118	2.00E-06	1.02E-05	8.84E-07	8.60E-07
PWY.6519._8.amino.7.oxononanoate_biosynthesis_I	0.000403411	8.59E-06	0.000318374	2.16E-06	0.000198764	5.79E-05	0.000253637	6.58E-05	7.18E-07	5.11E-05	1.21E-05	0.000179812	0.000163903	0	0.000394913	1.49E-05	0.000262355	0.000112825	0.00042947	0.000385207	3.13E-06	0.000317245	0.00016523	0	0.000405702	2.54E-05	0.000318078	4.30E-06	1.46E-05	2.38E-06	0.00036355
PWY.6527._stachyose_degradation	0.000312843	7.38E-07	0.000349527	5.98E-06	0.000123622	5.30E-05	0.000419964	4.90E-05	1.76E-06	3.54E-05	2.36E-06	0.000211415	0.000122226	0	0.00016892	0.000115241	0.000403913	0.000162624	0.000359715	0.000353545	7.43E-06	0.000115289	0.000340852	0	0.000379591	4.73E-05	0.000257503	4.36E-06	2.31E-05	1.11E-06	0.000285885
PWY.6531._mannitol_cycle	0.000227756	0	0.000436209	0	2.90E-05	5.89E-07	1.69E-06	1.85E-05	7.58E-07	8.67E-06	1.52E-06	9.63E-05	4.18E-05	0	0.00026725	3.66E-05	0.00014731	4.09E-05	0.000279206	0.000255693	0	9.18E-07	1.03E-06	0	0.000267707	3.85E-06	0.00022829	0	0	6.41E-07	0.000219935
PWY.6545._pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_III	9.58E-05	9.48E-07	0.00013232	1.23E-06	4.79E-05	2.18E-05	8.77E-05	2.85E-05	0	1.52E-06	4.53E-06	6.67E-05	6.00E-05	0	0.000177556	3.66E-05	0.000139516	5.90E-05	0.00022993	0.000102901	4.79E-07	1.16E-05	1.72E-05	0	0.000111774	7.01E-06	3.73E-05	8.48E-07	0	1.10E-06	8.49E-05
PWY.6549._L.glutamine_biosynthesis_III	4.34E-06	0	0	1.19E-06	6.38E-05	1.66E-06	5.21E-05	2.42E-05	0	3.98E-07	0	4.65E-05	1.78E-05	0	2.19E-07	1.81E-05	9.03E-05	4.03E-05	5.67E-06	6.05E-07	1.32E-06	2.18E-05	7.63E-05	0	3.73E-07	9.91E-06	3.55E-05	2.58E-06	1.02E-05	0	1.69E-05
PWY.6554._1D.myo.inositol_hexakisphosphate_biosynthesis_V_.from_Ins.1.3.4.P3.	0	2.74E-07	0	2.55E-07	0	0	0	0	0	2.07E-07	2.10E-07	0	0	2.30E-06	0	0	0	1.85E-07	0	0	0	0	0	1.04E-06	0	0	0	0	0	2.03E-07	0
PWY.6555._superpathway_of_1D.myo.inositol_hexakisphosphate_biosynthesis_.plants.	0	3.37E-07	0	3.16E-07	0	0	0	0	0	2.62E-07	2.98E-07	0	0	2.89E-06	0	0	0	2.39E-07	0	0	0	0	0	1.29E-06	0	0	0	0	0	2.51E-07	0
PWY.6557._glycosaminoglycan.protein_linkage_region_biosynthesis	0	6.62E-07	0	6.71E-07	0	2.72E-07	0	0	3.61E-07	2.53E-07	5.62E-07	1.67E-07	0	4.78E-06	0	2.39E-07	0	3.50E-07	0	0	4.72E-07	0	0	2.07E-06	0	2.66E-07	0	4.07E-07	0	3.06E-07	0
PWY.6558._heparan_sulfate_biosynthesis_.late_stages.	0	3.51E-07	0	0	0	2.47E-07	0	1.75E-07	3.79E-07	2.06E-07	2.49E-07	9.06E-08	0	4.24E-06	0	1.18E-07	0	0	0	0	4.27E-07	0	0	9.72E-07	0	5.09E-07	0	4.22E-07	0	4.09E-07	0
PWY.6562._norspermidine_biosynthesis	1.95E-07	0	0	0	0	3.82E-07	9.55E-06	0	0	0	0	3.31E-05	2.80E-05	0	0	0	1.55E-05	5.27E-06	2.15E-05	0	0	0	0	0	0	0	2.06E-05	0	0	0	3.99E-06
PWY.6564._heparan_sulfate_biosynthesis	0	2.75E-07	0	0	0	1.99E-07	0	0	3.37E-07	1.88E-07	2.93E-07	8.76E-08	0	3.64E-06	0	1.37E-07	0	0	0	0	3.46E-07	0	0	1.14E-06	0	0	0	3.12E-07	0	2.87E-07	0
PWY.6569._chondroitin_sulfate_biosynthesis	0	5.45E-07	0	5.37E-07	0	3.16E-07	0	0	5.15E-07	3.47E-07	5.73E-07	1.56E-07	0	4.14E-06	0	3.39E-07	0	3.02E-07	0	0	6.42E-07	0	0	1.85E-06	0	4.23E-07	0	4.11E-07	0	4.39E-07	0
PWY.6571._dermatan_sulfate_biosynthesis	0	4.92E-07	0	4.74E-07	0	2.53E-07	0	0	4.97E-07	3.19E-07	5.50E-07	1.46E-07	0	3.92E-06	0	3.17E-07	0	2.53E-07	0	0	6.00E-07	0	0	1.62E-06	0	4.23E-07	0	3.95E-07	0	4.12E-07	0
PWY.6572._chondroitin_sulfate_degradation_I_.bacterial.	0	0	0	0	1.80E-05	0	0	3.49E-06	0	0	0	1.04E-06	3.20E-05	0	0	0	5.77E-07	2.75E-07	4.41E-06	0	0	0	0	0	0	2.56E-06	0	3.10E-07	1.15E-06	2.69E-07	0
PWY.6588._pyruvate_fermentation_to_acetone	4.52E-05	0	0.000204391	9.38E-07	8.43E-05	0	1.42E-05	6.15E-06	2.04E-07	2.59E-07	0	9.80E-06	4.48E-06	0	2.32E-06	6.86E-06	0.000119983	4.36E-05	2.75E-05	3.43E-05	1.11E-06	5.36E-07	8.89E-05	0	3.88E-05	1.40E-06	8.02E-05	1.84E-05	8.68E-05	1.15E-06	4.86E-05
PWY.6590._superpathway_of_Clostridium_acetobutylicum_acidogenic_fermentation	2.88E-06	0	0	1.69E-06	2.76E-05	9.61E-07	1.47E-05	6.21E-06	0	0	1.29E-06	7.42E-06	6.10E-06	0	0	2.04E-05	3.41E-05	1.37E-05	0	0	0	0	2.05E-05	0	0	9.65E-06	0	5.13E-06	1.99E-05	6.08E-07	5.05E-07
PWY.6595._superpathway_of_guanosine_nucleotides_degradation_.plants.	1.06E-05	0	0	0	1.30E-06	4.83E-07	7.22E-06	3.95E-06	0	2.24E-06	0	1.49E-05	6.00E-06	0	0.00038406	0	6.00E-06	7.29E-06	1.27E-05	9.54E-05	0	5.40E-06	2.44E-06	0	9.93E-05	7.12E-06	6.04E-06	0	0	0	3.46E-06
PWY.6596._adenosine_nucleotides_degradation_I	0	0	0	0	0	3.62E-07	0	1.14E-06	0	6.43E-07	0	5.59E-07	0	0	0	0	0	3.63E-07	0	0	3.39E-07	0	0	0	0	3.27E-06	0	0	0	0	0
PWY.6598._sciadonate_biosynthesis	0	0	0	0	0	0	0	0	0	3.06E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82E-07	0	0	0	0	0	0	0
PWY.6606._guanosine_nucleotides_degradation_II	8.13E-05	5.63E-07	0.00037252	1.00E-06	6.93E-05	1.33E-06	3.84E-05	2.45E-05	6.08E-07	2.46E-06	2.96E-06	0.000150289	7.64E-05	0	0.000613529	6.47E-05	0.000210462	7.42E-05	1.97E-05	0.000148629	3.34E-07	7.56E-06	4.03E-05	0	0.000172918	1.19E-05	0.000313721	6.87E-06	2.52E-05	2.46E-06	9.08E-05
PWY.6607._guanosine_nucleotides_degradation_I	7.40E-06	0	0	0	1.31E-06	4.88E-07	7.43E-06	4.09E-06	0	2.35E-06	0	1.51E-05	6.07E-06	0	0.000385135	0	6.02E-06	7.38E-06	1.08E-05	9.03E-05	3.34E-07	4.84E-06	1.67E-06	0	9.50E-05	7.23E-06	6.05E-06	0	0	0	2.34E-06
PWY.6608._guanosine_nucleotides_degradation_III	0.000428002	2.02E-06	0.000708368	2.04E-06	0.000122253	2.82E-06	6.82E-05	6.55E-05	2.34E-06	3.05E-06	4.98E-06	0.000217752	0.000125711	0	0.000753758	9.91E-05	0.00038012	0.00011846	0.00044927	0.000409762	3.80E-07	0.000265956	5.48E-05	0	0.000423013	2.17E-05	0.000360561	6.94E-05	0.000366726	3.80E-06	0.000415123
PWY.6609._adenine_and_adenosine_salvage_III	0.00033947	8.05E-06	0.000376244	7.96E-06	0.000562678	7.48E-05	0.000753791	0.000132008	1.57E-06	3.72E-05	1.84E-05	0.000183696	0.000289771	2.93E-06	0.000546554	0.000159961	0.00050222	0.000219703	0.000343804	0.000311066	2.56E-05	0.00030267	0.000896315	2.12E-06	0.000311741	7.69E-05	0.000270687	0.000121593	0.000660904	7.65E-06	0.000362816
PWY.6612._superpathway_of_tetrahydrofolate_biosynthesis	8.39E-06	1.83E-06	0.000142638	4.56E-07	1.54E-05	5.39E-06	0.00029167	1.41E-05	0	1.18E-05	0	9.22E-05	7.71E-05	0	4.91E-07	2.96E-05	0.000120861	3.09E-05	3.50E-06	4.84E-05	1.26E-05	9.19E-05	0.000487255	0	5.25E-05	1.58E-05	0.000106933	1.35E-06	1.37E-05	8.37E-07	5.16E-05
PWY.6628._superpathway_of_L.phenylalanine_biosynthesis	0.000252417	2.08E-06	0.000213073	1.50E-06	5.39E-05	4.26E-05	0.000517935	3.60E-05	2.01E-07	2.60E-05	7.06E-06	0.000137515	0.000111396	0	0.000290104	2.04E-05	0.000292881	0.000117857	0.000286626	0.000285734	1.57E-05	0.000237241	0.000547495	0	0.000303187	4.38E-05	0.000212995	2.84E-05	0.000133672	1.34E-06	0.000267756
PWY.6630._superpathway_of_L.tyrosine_biosynthesis	0.000289356	1.76E-06	0.000179604	1.44E-06	3.59E-05	3.09E-05	0.000493824	3.27E-05	1.79E-07	2.42E-05	2.33E-06	0.000106698	7.75E-05	0	0.000154737	2.16E-05	0.000195636	5.72E-05	0.000314599	0.000292859	1.24E-05	7.44E-05	0.000518171	0	0.000307753	4.37E-05	0.000170728	1.78E-05	0.000114965	8.89E-07	0.00028846
PWY.6641._superpathway_of_sulfolactate_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04E-06	0	0
PWY.6690._cinnamate_and_3.hydroxycinnamate_degradation_to_2.hydroxypentadienoate	0.000188772	0	0.000275159	0	2.26E-05	2.80E-05	8.40E-07	9.17E-06	2.88E-07	1.32E-05	0	0.000206652	6.25E-05	0	4.85E-05	3.46E-05	1.71E-05	3.46E-06	0.000241968	0.000245735	0	0	0	0	0.00027363	6.71E-07	0.000145292	0	0	5.07E-07	0.000163715
PWY.6700._queuosine_biosynthesis_I_.de_novo.	0.000319055	7.18E-06	0.000373339	5.75E-06	0.000538956	3.92E-05	0.000522447	0.00010614	1.31E-06	2.96E-05	1.59E-05	0.000171165	0.000306567	0	0.000291248	6.13E-05	0.000273368	0.000138474	0.000332468	0.000305956	9.73E-06	0.000215552	0.000552789	9.00E-07	0.000330421	8.37E-05	0.000264748	0.000148309	0.000825166	7.02E-06	0.000345096
PWY.6703._preQ0_biosynthesis	0.000163365	5.57E-06	0.000202203	3.94E-06	0.000454636	3.62E-05	0.000449991	7.89E-05	4.21E-07	2.92E-05	1.19E-05	0.000123578	0.000307843	0	0.000255416	4.23E-05	0.000182919	0.000104345	0.000201927	0.000154034	9.50E-06	0.000166098	0.000475471	5.47E-07	0.000164275	7.36E-05	0.000160464	8.51E-05	0.000450709	4.54E-06	0.000168356
PWY.6708._ubiquinol.8_biosynthesis_.early_decarboxylation.	2.39E-07	0	5.60E-05	0	3.53E-06	0	3.33E-07	2.06E-06	0	2.48E-07	0	6.03E-06	1.52E-06	0	0	0	2.22E-05	6.68E-06	1.03E-06	5.85E-06	0	0	0	0	6.67E-06	0	2.68E-05	0	0	0	0
PWY.6731._starch_degradation_III	5.04E-06	0	0.000187092	2.90E-06	0.00010411	7.78E-07	1.40E-05	3.59E-05	7.53E-07	2.03E-06	1.54E-06	0.000103648	0.00022788	0	0.000260873	4.40E-05	4.97E-05	6.20E-05	5.44E-05	9.45E-05	0	6.28E-07	1.13E-05	0	0.000100992	6.61E-06	8.64E-05	7.66E-06	2.32E-05	1.02E-06	0
PWY.6748._nitrate_reduction_VII_.denitrification.	0	0	0	0	0	0	9.19E-07	0	0	0	0	1.65E-06	0	0	1.72E-07	0	0	1.91E-07	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-07
PWY.6749._CMP.legionaminate_biosynthesis_I	0	0	0	0	2.94E-05	4.85E-07	2.94E-07	4.23E-06	0	0	0	2.91E-05	0.000164902	0	0	0	6.79E-06	8.87E-06	2.77E-05	0	0	0	0	0	0	2.63E-06	0	0	1.17E-06	0	1.64E-07
PWY.6763._salicortin_biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08E-07	0	0	0	0	0	0	0	0	0
PWY.6797._6.hydroxymethyl.dihydropterin_diphosphate_biosynthesis_II_.Methanocaldococcus.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-07	0	0	0	0	0	0	0	0
PWY.6803._phosphatidylcholine_acyl_editing	0.000306502	7.93E-07	0.000376389	6.72E-07	4.63E-05	3.93E-05	9.71E-06	1.36E-05	3.32E-06	3.25E-05	1.02E-06	0.000106766	6.41E-05	2.15E-06	0.000447663	1.44E-05	0.000135524	5.31E-05	0.000331774	0.000293667	9.30E-07	0.000190307	1.03E-06	6.31E-06	0.000304079	8.54E-06	0.000239159	1.08E-06	5.57E-06	1.31E-06	0.000260009
PWY.6807._xyloglucan_degradation_II_.exoglucanase.	0	0	0	0	5.54E-06	0	0	0	0	0	1.25E-06	0	0	0	0	0	0	3.88E-06	2.86E-07	0	0	0	0	0	0	2.37E-06	0	0	0	0	0
PWY.6823._molybdopterin_biosynthesis	0.000163354	6.04E-06	0.000213557	3.09E-06	6.19E-05	3.62E-05	0.000309537	3.21E-05	5.88E-07	2.52E-05	3.52E-06	0.000102329	4.41E-05	0	0.000246966	5.94E-05	0.000160043	4.85E-05	0.000164034	0.000142076	3.68E-06	0.000195469	0.000242707	0	0.00015297	5.22E-05	0.000147271	7.28E-06	3.73E-05	1.02E-06	0.000151173
PWY.6837._fatty_acid_.beta..oxidation_V_.unsaturated._odd_number._di.isomerase.dependent.	0	0	0	0	0	0	0	0	0	2.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6857._retinol_biosynthesis	0	7.49E-07	0	5.12E-07	0	5.80E-07	0	7.03E-07	9.35E-07	1.04E-06	4.35E-07	4.31E-07	0	4.05E-06	0	1.13E-06	0	9.49E-07	0	2.88E-07	9.02E-07	3.28E-07	0	1.33E-06	0	2.92E-06	0	0	0	4.79E-07	1.54E-07
PWY.6859._all.trans.farnesol_biosynthesis	9.69E-05	6.65E-07	8.71E-05	1.06E-06	3.47E-05	3.34E-05	5.57E-05	2.57E-05	4.89E-07	1.69E-05	1.81E-06	7.61E-05	4.49E-05	2.39E-06	0.000130362	6.27E-06	9.87E-05	4.16E-05	9.03E-05	0.000103668	7.49E-06	6.17E-05	0.000154056	9.51E-07	0.000103933	2.00E-05	9.25E-05	3.71E-06	1.80E-05	6.64E-07	0.000122256
PWY.6861._the_visual_cycle_I_.vertebrates.	0	4.52E-07	0	3.39E-07	0	1.08E-07	0	1.87E-07	5.76E-07	2.28E-07	5.42E-07	7.96E-08	0	2.21E-06	0	3.27E-07	0	1.87E-07	0	0	0	0	0	9.91E-07	0	4.81E-07	0	0	0	3.94E-07	0
PWY.6873._long_chain_fatty_acid_ester_synthesis_.engineered.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91E-07	0	0	0	0	0	0	0	0	0
PWY.6876._isopropanol_biosynthesis_.engineered.	2.00E-06	0	0	5.31E-07	2.37E-06	0	0	3.14E-07	0	0	0	1.48E-06	0	0	0	1.09E-05	1.91E-06	3.28E-07	0	0	0	0	4.35E-06	0	0	0	0	0	0	0	0
PWY.6895._superpathway_of_thiamine_diphosphate_biosynthesis_II	0.000209626	0	0.000327733	0	0.00011631	3.05E-05	2.87E-05	6.43E-05	8.29E-07	2.79E-05	0	0.000180526	0.000150343	0	0.000244684	3.68E-05	0.000189371	8.99E-05	0.000232853	0.000236789	0	0.000125638	1.06E-05	0	0.000251936	1.32E-05	0.000216865	1.90E-05	0.000123461	2.90E-06	0.000248605
PWY.6897._thiamine_diphosphate_salvage_II	0.000240333	7.13E-06	0.000329302	5.81E-06	0.000189993	2.89E-05	0.000274436	7.77E-05	7.58E-07	2.93E-05	7.86E-06	0.000171336	0.000148208	0	0.000285048	3.86E-05	0.000178012	9.41E-05	0.000265899	0.00024871	3.46E-06	2.88E-05	0.000260449	0	0.000265658	4.16E-05	0.000229046	3.74E-05	0.000195959	2.78E-06	0.00030812
PWY.6901._superpathway_of_glucose_and_xylose_degradation	0.000440512	1.64E-06	0.000489787	3.60E-06	0.000204047	4.28E-05	5.59E-05	6.00E-05	1.83E-06	3.12E-05	8.42E-06	0.000195267	0.000235084	0	0.000365592	5.16E-05	0.000272294	0.000126457	0.000440727	0.000462391	8.48E-06	4.14E-05	4.34E-05	2.17E-06	0.00048314	3.52E-05	0.000343305	1.75E-05	6.17E-05	3.46E-06	0.000416409
PWY.6902._chitin_degradation_II_.Vibrio.	0.000213476	2.58E-07	8.53E-05	0	8.08E-05	1.32E-05	4.16E-06	3.36E-05	4.31E-07	1.97E-05	3.52E-06	0.000105518	0.000115212	0	0.000426412	2.07E-05	5.41E-05	3.17E-05	0.000310089	0.000231895	0	8.08E-07	2.68E-06	0	0.000252038	8.16E-06	0.000148172	5.60E-06	3.10E-05	2.78E-07	0.000185942
PWY.6906._chitin_derivatives_degradation	0	0	0	0	6.54E-05	0	1.77E-06	1.93E-05	0	0	2.43E-06	0	0	0	0	0	0	4.64E-06	3.14E-06	0	0	0	0	0	0	4.04E-06	0	1.26E-06	0	0	0
PWY.6922._L.N.delta..acetylornithine_biosynthesis	2.59E-06	0	0	1.25E-06	2.31E-05	6.43E-07	1.12E-05	3.45E-07	0	5.91E-07	2.81E-06	1.86E-05	1.58E-05	0	8.33E-06	3.00E-06	2.58E-05	1.99E-05	3.69E-05	0	0	1.07E-06	2.13E-05	0	0	6.30E-06	1.67E-05	2.01E-06	0	0	2.86E-07
PWY.6936._seleno.amino_acid_biosynthesis_.plants.	0.000469796	1.09E-05	0.000533238	4.39E-06	0.000158558	4.58E-05	0.000741651	5.20E-05	7.43E-07	3.79E-05	6.81E-07	0.000255474	0.000206086	0	0.000317644	7.66E-05	0.000415897	0.000158622	0.000416866	0.000416504	2.13E-05	0.000349547	0.000724491	9.96E-07	0.000407851	9.85E-05	0.000440921	1.54E-05	7.59E-05	2.84E-06	0.000482257
PWY.6948._sitosterol_degradation_to_androstenedione	0	7.87E-07	0	5.34E-07	0	2.71E-07	0	6.06E-07	6.98E-07	6.79E-07	4.68E-07	2.03E-07	0	3.91E-06	2.91E-07	4.83E-07	0	4.51E-07	0	8.14E-08	9.27E-07	0	0	2.68E-06	0	1.36E-06	0	8.45E-07	0	5.11E-07	0
PWY.6953._dTDP.3.acetamido..alpha..D.fucose_biosynthesis	0	0	0	0	4.73E-06	9.42E-07	0	1.87E-06	0	0	0	2.28E-05	0.000276323	0	0	0	8.52E-06	3.71E-05	1.77E-05	0	0	0	0	0	0	0	0	0	0	0	0
PWY.6961._L.ascorbate_degradation_II_.bacterial._aerobic.	0.00038319	0	0.000363917	3.30E-07	2.47E-05	5.08E-05	1.66E-06	1.24E-05	9.68E-07	2.40E-05	0	0.00014754	3.57E-05	0	0.000489474	1.88E-05	0.000205825	5.53E-05	4.03E-05	5.51E-05	0	4.36E-07	0	0	6.50E-05	1.30E-06	0.000171136	0	6.34E-07	6.18E-07	0.000397999
PWY.6969._TCA_cycle_V_.2.oxoglutarate_synthase.	0.000347539	1.73E-06	0.000325532	3.37E-06	0.000302369	1.84E-06	4.88E-05	2.59E-05	1.09E-06	1.80E-06	3.09E-06	0.000114483	6.91E-05	0	9.96E-05	1.12E-05	0.000166595	7.00E-05	0.000324315	0.000354694	1.18E-06	5.18E-05	4.88E-05	2.07E-06	0.000381835	8.71E-06	0.000265843	3.25E-05	0.000178311	3.73E-06	0.000312693
PWY.6981._chitin_biosynthesis	0	0	0	0	0	0	0	3.54E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18E-06	0	0	0	0	0	0	0	2.81E-07	0
PWY.6992._1.5.anhydrofructose_degradation	7.65E-08	4.28E-06	5.76E-05	2.17E-06	8.87E-05	2.16E-06	1.69E-06	4.73E-06	0	3.89E-06	4.99E-06	4.67E-05	0.000107597	0	1.62E-07	7.57E-06	3.30E-05	4.67E-05	2.76E-05	6.78E-06	4.81E-06	0	0	0	6.47E-06	8.50E-06	2.37E-05	3.07E-06	2.83E-06	1.62E-06	0
PWY.7013._.S..propane.1.2.diol_degradation	0.000830945	0	0	0	9.40E-06	0.000102783	5.85E-06	3.59E-06	0	3.98E-05	0	0.000164934	8.43E-05	0	0.000177676	7.24E-07	0.00013016	3.47E-05	0.000897456	0.000860484	5.46E-07	5.92E-07	3.18E-05	2.75E-06	0.000922981	1.13E-05	0.000546948	0	0	1.76E-06	0.000788802
PWY.702._L.methionine_biosynthesis_II	0.000370794	9.67E-06	0.000487672	1.70E-06	7.59E-05	5.40E-05	0.000543888	2.62E-05	5.13E-07	4.55E-05	8.66E-07	0.000177132	7.65E-05	0	0.000179219	4.05E-05	0.00023742	7.26E-05	0.000325225	0.000331844	1.79E-05	0.00023598	0.000653951	1.07E-06	0.000341527	6.66E-05	0.000299415	5.18E-07	3.70E-06	2.21E-06	0.000404931
PWY.7031._protein_N.glycosylation_.bacterial.	0	0	0	0	1.86E-05	0	1.16E-06	0	0	0	0	1.39E-06	0	0	0	0	0	9.90E-07	8.75E-07	0	0	0	0	0	0	0	0	3.15E-07	2.30E-06	0	1.58E-07
PWY.7035._.9Z..tricosene_biosynthesis	0	0	0	0	0	0	0	0	0	4.30E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-07	0	0	0	0	0	0	0
PWY.7036._very_long_chain_fatty_acid_biosynthesis_II	0	0	0	0	0	0	0	0	0	4.30E-08	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82E-07	0	0	0	0	0	0	0
PWY.7039._phosphatidate_metabolism._as_a_signaling_molecule	0	0	0	3.95E-07	3.46E-06	1.67E-06	0	3.30E-06	6.02E-07	5.63E-06	5.03E-07	7.82E-07	2.78E-07	3.78E-06	1.05E-06	1.34E-06	0	1.11E-06	0	9.31E-07	0	1.74E-07	0	1.16E-06	8.75E-07	0	3.01E-05	1.74E-06	0	7.58E-08	0
PWY.7094._fatty_acid_salvage	5.03E-07	0	0.000210786	5.73E-07	2.92E-05	3.51E-05	6.13E-07	6.48E-06	1.52E-07	2.85E-05	0	3.67E-05	1.53E-05	0	0.000110938	4.13E-06	9.10E-05	2.70E-05	2.01E-05	1.36E-05	0	0	0	0	1.51E-05	6.39E-07	4.80E-05	0	0	9.10E-07	0
PWY.7111._pyruvate_fermentation_to_isobutanol_.engineered.	0.00052757	6.49E-06	0.000806542	3.74E-06	0.000191548	5.40E-05	0.000693564	0.000100772	2.32E-06	4.25E-05	3.38E-06	0.000337906	0.000194507	0	0.000424984	6.54E-05	0.000566162	0.000191138	0.000489128	0.000526702	2.62E-05	0.000452207	0.000805229	1.73E-06	0.000547807	0.00010297	0.000577444	1.65E-05	7.96E-05	2.87E-06	0.000521122
PWY.7115._C4_photosynthetic_carbon_assimilation_cycle._NAD.ME_type	0.000245653	7.99E-06	0.000240293	0	3.90E-05	4.00E-05	0.000183007	1.14E-05	6.38E-07	2.80E-05	0	0.000100428	6.64E-05	0	0.000356611	1.33E-05	9.34E-05	3.90E-05	0.000270069	0.000251097	3.74E-06	0.00027289	0.000114999	6.07E-07	0.000267841	6.92E-06	0.000177832	2.27E-06	1.63E-05	1.79E-06	0.000225707
PWY.7117._C4_photosynthetic_carbon_assimilation_cycle._PEPCK_type	0.00068288	9.87E-06	0.000449222	3.00E-06	8.02E-05	4.94E-05	0.000404716	2.92E-05	9.27E-07	3.77E-05	0	0.000250026	0.000179385	0	0.000445731	3.76E-05	0.000253733	9.95E-05	0.000624721	0.000593295	1.20E-05	0.000340159	0.000398306	1.55E-06	0.000620967	3.30E-05	0.000446063	8.64E-06	4.17E-05	2.15E-06	0.000642962
PWY.7118._chitin_deacetylation	0.000440802	6.83E-07	0.000370791	4.70E-07	3.66E-05	3.18E-05	1.34E-05	1.27E-05	6.67E-07	2.01E-05	1.91E-07	0.000197994	8.04E-05	0	0.000352828	2.22E-05	0.000133595	4.04E-05	0.000388637	0.000309762	6.69E-07	9.03E-06	2.44E-06	4.42E-07	0.000331413	5.74E-06	0.000282402	2.18E-06	9.94E-06	1.07E-06	0.00036738
PWY.7124._ethene_biosynthesis_V_.engineered.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19E-06	0	0	0	2.72E-06	0	0	0	0	0
PWY.7159._3.8.divinyl.chlorophyllide_a_biosynthesis_III_.aerobic._light_independent.	0	0	0	0	1.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.95E-06	0	0	0	4.47E-06	0	0	0	1.64E-06	0	0	5.20E-07	0	0
PWY.7165._L.ascorbate_biosynthesis_VIII_.engineered_pathway.	3.90E-06	0	0	0	0	2.08E-06	0	0	0	0	0	3.48E-05	1.60E-05	0	2.46E-05	0	2.27E-05	7.73E-06	7.63E-06	8.50E-05	0	0	0	0	9.65E-05	0	0.000109763	0	0	0	0
PWY.7184._pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_I	0.000260675	2.41E-06	0.000227415	1.34E-06	5.14E-05	4.69E-05	9.54E-05	3.00E-05	0	2.25E-05	7.70E-06	0.000129535	9.65E-05	0	0.000333422	7.92E-05	0.000140574	6.17E-05	0.000271633	0.000273767	4.54E-06	0.000192326	9.08E-05	1.49E-06	0.000280635	7.62E-06	0.000217894	8.50E-07	0	1.24E-06	0.000254683
PWY.7185._UTP_and_CTP_dephosphorylation_I	0	7.33E-07	0	2.85E-07	0	8.27E-07	0	3.50E-07	0	4.77E-07	1.32E-06	3.66E-07	0	2.17E-06	4.90E-07	8.20E-07	0	4.04E-07	0	0	1.79E-06	0	0	0	0	2.30E-06	0	3.39E-07	0	4.10E-07	9.51E-08
PWY.7187._pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_II	0.000155659	6.69E-06	5.78E-05	8.09E-07	3.07E-05	3.87E-05	0.000151161	6.70E-06	0	2.43E-05	0	7.35E-05	3.83E-05	0	0.000128696	7.98E-06	0.000112313	4.07E-05	0.000189397	0.000145426	3.40E-06	5.85E-06	5.71E-05	0	0.000151266	5.04E-06	0.000154572	0	0	1.08E-06	0.000159215
PWY.7196._superpathway_of_pyrimidine_ribonucleosides_salvage	0	0	0	0	0	0	1.32E-06	0	0	0	0	7.01E-06	5.02E-06	0	0	0	1.60E-06	0	0	0	0	4.23E-07	1.13E-05	0	0	0	0	0	0	0	0
PWY.7197._pyrimidine_deoxyribonucleotide_phosphorylation	0.000217068	9.84E-06	0.000171821	4.82E-06	0.000139269	3.44E-05	0.000470298	4.53E-05	0	2.78E-05	1.02E-05	0.000123589	0.000106604	0	0.000245626	6.38E-05	0.000109429	5.78E-05	0.000251619	0.00022351	1.05E-05	0.00023007	0.000465462	1.66E-06	0.000226867	7.28E-05	0.000165152	2.13E-05	0.000116727	2.59E-06	0.000198289
